sentences	labels
Phönizien (altägyptisch tau(i)-Fenchu, idebu-Fenchu; mykenisch po-ni-ki; altgriechisch Phönikien, Phoinike für Purpurland) ist die Bezeichnung eines schmalen Landstreifens an der östlichen Mittelmeerküste auf dem Gebiet der heutigen Staaten Israel, Libanon und Syrien.	<arg1> Phönizien </arg1> <rel> griechisch </rel> <arg2> Phoinike </arg2>
In diesen bewaldeten Höhen stößt Branzoll an die Regglberger Nachbargemeinden Deutschnofen und Aldein.	<arg1> Branzoll </arg1> <rel> Nachbargemeinden </rel> <arg2> Aldein </arg2>
In diesen bewaldeten Höhen stößt Branzoll an die Regglberger Nachbargemeinden Deutschnofen und Aldein.	<arg1> Branzoll </arg1> <rel> Nachbargemeinden </rel> <arg2> Deutschnofen </arg2>
Emleben gehörte bis Mitte des 19. Jahrhunderts zur oberen Grafschaft Gleichen im Herzogtum Sachsen-Gotha-Altenburg und danach zum Landratsamt Ohrdruf im Herzogtum Sachsen-Coburg und Gotha.	<arg1> Emleben </arg1> <rel> Grafschaft </rel> <arg2> Gotha </arg2>
Die SRH Fernhochschule – mit dem Beinamen The Mobile University – ist eine Hochschule in privater Trägerschaft.	<arg1> SRH Fernhochschule </arg1> <rel> Trägerschaft </rel> <arg2> privat </arg2>
Der Koralmtunnel als Kernstück der 130 km langen Eisenbahn-Hochleistungsstrecke Koralmbahn soll bei seiner Fertigstellung eine Länge von knapp 32,9 km haben, zwei einspurige Tunnelröhren und alle 500 m Querschläge besitzen.	<arg1> Koralmtunnel </arg1> <rel> röhren </rel> <arg2> 2 </arg2>
Aufbauend auf den Ergebnissen der Korridoruntersuchungen für die Koralmbahn wurde im Jahr 1998 mit den ersten Grobplanungen und geologisch-geotechnischen Bearbeitungen im Trassenkorridor des Koralmtunnels begonnen.	<arg1> Koralmtunnel </arg1> <rel> Trasse </rel> <arg2> Koralmbahn </arg2>
Dies wurde durch ein Abkommen aus dem Jahr 2003 ermöglicht, in dem das kirgisische Staatsunternehmen Kyrgyzaltyn und das kanadische Unternehmen Cameco sich einigten, dass die neue geformte Centerra Gold Inc. eine Zwei-Drittel-Beteiligung an der Kumtor-Mine erhält und Kyrgyzaltyn im Gegenzug eine Ein-Drittel-Beteiligung an Centerra.	<arg1> Kumtor-Mine </arg1> <rel> Unternehmen </rel> <arg2> Centerra Gold </arg2>
Die österreichische Bundesregierung Raab II wurde nach der Nationalratswahl am 13. Mai 1956, bei der die ÖVP acht Mandate zu Lasten der FPÖ hinzugewann, die SPÖ eines zu Lasten der Kommunisten, zusammengestellt.	<arg1> Bundesregierung Raab II </arg1> <rel> Nationalrat </rel> <arg2> Nationalrat </arg2>
Das Klima von Santos ist tropisch, im Allgemeinen ist es im Sommer heißer und regnerischer als im Winter.	<arg1> Santos </arg1> <rel> Klima </rel> <arg2> tropisch </arg2>
Sein Durchmesser ist wahrscheinlich ebenfalls etwas höher als der der Sonne, dafür ist Tau Bootis A mit einem Alter von weniger als 2 Mrd. Jahren deutlich jünger.	<arg1> Tau Bootis </arg1> <rel> Alter </rel> <arg2>  Mrd. </arg2>
Kitaotao besteht aus 217 Sitios und ist politisch in 35 Baranggays unterteilt, diese wiederum bilden vier sogenannte Distrikte.	<arg1> Kitaotao </arg1> <rel> Distrikt </rel> <arg2> 3 </arg2>
Kitaotao besteht aus 217 Sitios und ist politisch in 35 Baranggays unterteilt, diese wiederum bilden vier sogenannte Distrikte.	<arg1> Kitaotao </arg1> <rel> Baranggays </rel> <arg2> 35 </arg2>
Janko Schopow begann als Jugendlicher mit dem Ringen und durchlief in Bulgarien auf Grund seines Talentes die dort zu kommunistischen Zeiten üblichen Fördermaßnahmen.	<arg1> Janko Schopow </arg1> <rel> Grund </rel> <arg2> Bulgarien </arg2>
Geschäftsführer von 1-2-play.tv waren Andreas Büchelhofer und Peter Kuhl.	<arg1> 1-2-play.tv </arg1> <rel> Geschäftsführer </rel> <arg2> Andreas Büchelhofer </arg2>
Das Musikkorps der Bundeswehr (MusKorpsBw) ist ein Orchester der Bundeswehr „mit besonderem Auftrag“ und Teil des deutschen Militärmusikdienstes.	<arg1> Musikkorps der Bundeswehr </arg1> <rel> Militär </rel> <arg2> Bund </arg2>
Die Opština Kovin () ist eine Opština (Großgemeinde) im Okrug Južni Banat der Vojvodina, Serbien.	<arg1> Opština Kovin </arg1> <rel> Okrug </rel> <arg2> Okrug Južni Banat </arg2>
Um 1870 bis 1880 wurden die Querstraßen der Hamburger Straße angelegt und die vorhandene diagonale Wegeverbindung der Hemelinger Straße ausgebaut.	<arg1> Hemelinger Straße </arg1> <rel> Querstraßen </rel> <arg2> Hamburger Straße </arg2>
 Falls sich der Pokalsieger eines Landesverbandes für die UEFA Champions League 2018/19 qualifiziert hatte oder bereits für die UEFA Europa League 2018/19 qualifiziert gewesen wäre, bekam die nächste Mannschaft aus der nationalen Liga den schlechtestmöglichen Startplatz dieser Nation in der Qualifikation zur UEFA Europa League, während die anderen Teams dementsprechend aufrückten und den nächstbesseren Startplatz übernahmen.	<arg1> UEFA Europa League 2018/19 </arg1> <rel> Pokalsieger </rel> <arg2> nah </arg2>
Shopian (auch Shupiyan) ist eine Stadt (Municipal Committee) im Westen des indischen Unionsterritoriums Jammu und Kashmir.	<arg1> Shopian </arg1> <rel> Unionsterritorium </rel> <arg2> Jammu und Kashmir </arg2>
Dieser geht auf die am 16. Oktober 1880 gegründete Vorläuferorganisation Internationale Stiftung Mozarteum zurück, die wiederum ihre Wurzeln im „Dom-Musik-Verein und Mozarteum“ vom 22. April 1841 hat.	<arg1> Internationale Stiftung Mozarteum </arg1> <rel> Vorläufer </rel> <arg2> Dom-Musik-Verein und Mozarteum </arg2>
Hereford United war ein englischer Fußball-Club aus Hereford, der zuletzt in der englischen Conference National, der fünfthöchsten englischen Spielklasse, spielte.	<arg1> Hereford United </arg1> <rel> Spielklasse </rel> <arg2> Conference National </arg2>
Mörön (, Fluss) ist seit 1933 das Verwaltungszentrum des Chöwsgöl-Aimag im Norden der Mongolei.	<arg1> Mörön </arg1> <rel> Aimag </rel> <arg2> Chöwsgöl </arg2>
Ferner erreicht Spinnin’ Records gute Platzierungen bei den niederländischen Airplay-Radiostationen und besitzt 21 Sublabels wie Sander van Doorns Doorn Records, Afrojacks Wall Recordings, Bingo Players Hysteria oder Koen Groenevelds Abzolut Records, die alle Dance veröffentlichen.	<arg1> Spinnin’ Records </arg1> <rel> Sublabel </rel> <arg2> 21 Sublabels </arg2>
Der Efferaberg bei Degersheim in Bayern ist ein  hoher Berg des Hahnenkamms, eines Teil-Höhenzugs der Fränkischen Alb.	<arg1> Efferaberg </arg1> <rel> Höhenzug </rel> <arg2> Hahnenkamm </arg2>
Ein Mann steht seine Frau ist eine deutsche Fernsehserie, deren Erstausstrahlung am 10. Januar 1997 auf dem TV Sender Sat.1 erfolgte, der die Serie auch durchgehend produzierte.	<arg1> Ein Mann steht seine Frau </arg1> <rel> Erstausstrahlung </rel> <arg2> 10. Januar 1997 </arg2>
Ein Mann steht seine Frau ist eine deutsche Fernsehserie, deren Erstausstrahlung am 10. Januar 1997 auf dem TV Sender Sat.1 erfolgte, der die Serie auch durchgehend produzierte.	<arg1> Ein Mann steht seine Frau </arg1> <rel> Sender </rel> <arg2> Sat.1 </arg2>
Das Burgenland besteht aus 171 selbständigen Gemeinden und ist in sieben politische Bezirke sowie die zwei Statutarstädte Eisenstadt und Rust gegliedert.	<arg1> Burgenland </arg1> <rel> Bezirke </rel> <arg2> 7 </arg2>
Das Burgenland besteht aus 171 selbständigen Gemeinden und ist in sieben politische Bezirke sowie die zwei Statutarstädte Eisenstadt und Rust gegliedert.	<arg1> Burgenland </arg1> <rel> Gemeinden </rel> <arg2> 171 </arg2>
Blau-Weiss Buchholz ist mit 6500 Mitgliedern (Stand: 2019) der mitgliederstärkste Sportverein mit dem umfangreichsten Sportangebot in Buchholz in der Nordheide.	<arg1> Blau-Weiss Buchholz </arg1> <rel> mitglieder </rel> <arg2> 6500 </arg2>
Playfairit ist undurchsichtig und entwickelt tafelige und entlang der Längsachse stark gestreifte Kristalle von bleigrauer bis schwarzer Farbe bei schwarzer Strichfarbe.	<arg1> Playfairit </arg1> <rel> Strichfarbe </rel> <arg2> schwarz </arg2>
Der Maare-Mosel-Radweg hat über die Mineralquellen-Route Anschluss an den Ahr-Radweg, der bei Ahrdorf erreicht wird.	<arg1> Maare-Mosel-Radweg </arg1> <rel> Anschluss </rel> <arg2> Mineralquellen-Route </arg2>
Der Maare-Mosel-Radweg hat über die Mineralquellen-Route Anschluss an den Ahr-Radweg, der bei Ahrdorf erreicht wird.	<arg1> Maare-Mosel-Radweg </arg1> <rel> Anschluss </rel> <arg2> Mosel-Radweg </arg2>
Nach weiterem Mixen erschien am 9. November 2007 ein Re-Release des Titels, und zwar De Janeiro als Einzel-Single.	<arg1> De Janeiro </arg1> <rel> Release </rel> <arg2> 9. November 2007 </arg2>
Adkisson absolvierte ihr Debüt bei der FCW am 5. September 2007 als Valet von Billy Kidman mit dem Ringnamen Lacey Von Erich.	<arg1> Lacey Von Erich </arg1> <rel> Debüt </rel> <arg2> 2007 </arg2>
Das Klinikum Kempten ist ein Krankenhaus der Versorgungsstufe II in Kempten (Allgäu) und gleichzeitig ein akademisches Lehrkrankenhaus der Universität Ulm.	<arg1> Klinikum Kempten </arg1> <rel> Versorgungsstufe </rel> <arg2> II </arg2>
In der Schlacht bei Höchst trafen während des Dreißigjährigen Kriegs am 20. Juni 1622 Truppen der ehemaligen Protestantischen Union (zu diesem Zeitpunkt schon aufgelöst) und der Katholischen Liga aufeinander.	<arg1> Schlacht bei Höchst </arg1> <rel> Zeitpunkt </rel> <arg2> 20. Juni 1622 </arg2>
Die Zeitschrift Nido wurde vom Hamburger Verlagshaus Gruner + Jahr herausgegeben.	<arg1> Nido </arg1> <rel> Verlagshaus </rel> <arg2> Gruner + Jahr </arg2>
Seit dieser Zeit versteht sich die AGEB auch als Arbeitsgemeinschaft im Sinne einer politischen und inhaltlichen Weiterentwicklung der Erwachsenenbildung in Bayern.	<arg1> AGEB </arg1> <rel> Sinn </rel> <arg2> Erwachsenenbildung </arg2>
Das Löserbecken von Weiterstadt ist ein Naturschutzgebiet (NSG-Kennung 1432007) in der Gemarkung Weiterstadt und der Gemarkung Büttelborn in Südhessen.	<arg1> Löserbecken von Weiterstadt </arg1> <rel> Kennung </rel> <arg2> 1432007 </arg2>
Der Zeitraum zwischen der Landung von STS-92 am 24. Oktober 2000 um 20:59:41 UTC und dem Start von Sojus TM-31 zur Internationalen Raumstation ISS am 31. Oktober 2000 um 07:52:47 UTC war die bisher letzte Phase, in der sich kein einziger Mensch im All befand.	<arg1> STS-92 </arg1> <rel> Phase </rel> <arg2> ISS </arg2>
Der Zeitraum zwischen der Landung von STS-92 am 24. Oktober 2000 um 20:59:41 UTC und dem Start von Sojus TM-31 zur Internationalen Raumstation ISS am 31. Oktober 2000 um 07:52:47 UTC war die bisher letzte Phase, in der sich kein einziger Mensch im All befand.	<arg1> STS-92 </arg1> <rel> Landung </rel> <arg2> 24. Oktober 2000 </arg2>
Der Zeitraum zwischen der Landung von STS-92 am 24. Oktober 2000 um 20:59:41 UTC und dem Start von Sojus TM-31 zur Internationalen Raumstation ISS am 31. Oktober 2000 um 07:52:47 UTC war die bisher letzte Phase, in der sich kein einziger Mensch im All befand.	<arg1> STS-92 </arg1> <rel> Landung </rel> <arg2> 20:59:41 UTC </arg2>
Botswana erlangte schließlich am 30. September 1966 seine Unabhängigkeit vom Vereinigten Königreich und wurde Mitglied des Commonwealth und proklamierte auch seinen neuen Namen.	<arg1> Botswana </arg1> <rel> Unabhängigkeit </rel> <arg2> 30. September 1966 </arg2>
Bystrzyca Kłodzka [] (deutsch Habelschwerdt) ist eine Stadt in der polnischen Woiwodschaft Niederschlesien.	<arg1> Bystrzyca Kłodzka </arg1> <rel> Woiwodschaft </rel> <arg2> Niederschlesien </arg2>
2000 gründete Korean Air mit Aeroméxico, Air France und Delta Air Lines die Luftfahrtallianz SkyTeam welche die zweitgrößte Allianz nach Star Alliance wurde.	<arg1> Korean Air </arg1> <rel> Allianz </rel> <arg2> SkyTeam </arg2>
Gliese 2 (BD +44°4548, HIP 428) ist ein Roter Zwergstern im Sternbild Andromeda am nördlichen Sternenhimmel.	<arg1> Gliese 2 </arg1> <rel> Sternbild </rel> <arg2> And </arg2>
Gliese 2 (BD +44°4548, HIP 428) ist ein Roter Zwergstern im Sternbild Andromeda am nördlichen Sternenhimmel.	<arg1> Gliese 2 </arg1> <rel> in </rel> <arg2> 428 </arg2>
Geklettert wird an der aus Hauptdolomit bestehenden Zimba seit 1875, doch die alten Routen werden nicht mehr begangen, da die Gefahr von Steinschlag und Bergstürzen durch die bis heute andauernde Gebirgsbildung im Rätikon zu groß ist.	<arg1> Zimba </arg1> <rel> Stein </rel> <arg2> Hauptdolomit </arg2>
Outland – Planet der Verdammten (Originaltitel: Outland) ist ein britischer Science-Fiction-Film von Peter Hyams aus dem Jahr 1981 mit Sean Connery und Peter Boyle in den Hauptrollen.	<arg1> Outland – Planet der Verdammten </arg1> <rel> Originaltitel </rel> <arg2> Outland </arg2>
Outland – Planet der Verdammten (Originaltitel: Outland) ist ein britischer Science-Fiction-Film von Peter Hyams aus dem Jahr 1981 mit Sean Connery und Peter Boyle in den Hauptrollen.	<arg1> Outland – Planet der Verdammten </arg1> <rel> Plan </rel> <arg2> Peter Hyams </arg2>
Bis Anfang der 1990er Jahre allerdings war das noch der Fall, aber seit 1993 wird der Single Malt der Knockdhu-Brennerei unter dem Namen An Cnoc abgefüllt, angeblich wegen einer Abmachung mit den Besitzern der Knockando-Destillerie, die damit Verwechslungen mit ihrem eigenen Malt verhindern wollten.	<arg1> Knockdhu </arg1> <rel> Fall </rel> <arg2> an </arg2>
Die Konservative Partei New Yorks (engl. Conservative Party of New York State) ist eine ausschließlich im US-Bundesstaat New York aktive konservative Partei.	<arg1> Conservative Party of New York State </arg1> <rel> Partei </rel> <arg2> Konservative Partei New Yorks </arg2>
Am 11. April 1952 führte die Besatzung einer Douglas DC-4 auf dem Pan-Am-Flug 526A von San Juan nach New York eine Notwasserung durch, nachdem ein Triebwerk ausgefallen war und ein zweites nur noch eine verringerte Leistung lieferte.	<arg1> Pan-Am-Flug 526A </arg1> <rel> Besatzung </rel> <arg2> 5 </arg2>
Zunächst verwendete der Kreis Mettmann den Begriff „Neanderland“ vorwiegend in seinen Kulturprojekten.	<arg1> Kreis Mettmann </arg1> <rel> Begriff </rel> <arg2> Mettmann </arg2>
Seit 2011 ist Zacharo in zwei Gemeindebezirke und 26 lokale Einheiten gegliedert, von denen nur die Kleinstadt Zacharo den Status eines Stadtbezirks innehat.	<arg1> Zacharo </arg1> <rel> Gemeindebezirke </rel> <arg2> 2 </arg2>
Das Coulomb [] (Einheitenzeichen: C, früher Cb) ist die abgeleitete SI-Einheit der elektrischen Ladung (Formelzeichen Q oder q).	<arg1> Coulomb </arg1> <rel> Formelzeichen </rel> <arg2> , </arg2>
Die Nordakademie Hochschule der Wirtschaft ist eine private, staatlich anerkannte Fachhochschule mit Standorten in Elmshorn (Schleswig-Holstein) und in Hamburg in Trägerschaft der Nordakademie Gemeinnützige Aktiengesellschaft.	<arg1> Nordakademie </arg1> <rel> Trägerschaft </rel> <arg2> privat </arg2>
Die Nordakademie Hochschule der Wirtschaft ist eine private, staatlich anerkannte Fachhochschule mit Standorten in Elmshorn (Schleswig-Holstein) und in Hamburg in Trägerschaft der Nordakademie Gemeinnützige Aktiengesellschaft.	<arg1> Nordakademie </arg1> <rel> Standort </rel> <arg2> Elmshorn </arg2>
Die Nordakademie Hochschule der Wirtschaft ist eine private, staatlich anerkannte Fachhochschule mit Standorten in Elmshorn (Schleswig-Holstein) und in Hamburg in Trägerschaft der Nordakademie Gemeinnützige Aktiengesellschaft.	<arg1> Nordakademie </arg1> <rel> Standort </rel> <arg2> Hamburg </arg2>
Le Gosier (Guadeloupe-Kreolisch: Gozyé) ist eine Gemeinde mit  Einwohnern (Stand ) im französischen Überseedépartement Guadeloupe.	<arg1> Le Gosier </arg1> <rel> département </rel> <arg2> Guadeloupe </arg2>
Fahleit besitzt eine mittelhohe Licht- und eine hohe Doppelbrechung (δ = 0,028).	<arg1> Fahleit </arg1> <rel> Doppelbrechung </rel> <arg2> 0,028 </arg2>
Seit der ersten Veröffentlichung ist Phoner in den Sprachen Deutsch und Englisch verfügbar.	<arg1> Phoner </arg1> <rel> Deutsch </rel> <arg2> und </arg2>
Fernando de Rojas bezieht sich in seinem Werk La Celestina in mehreren Stellen auf den italienischen Dichter Francesco Petrarca (1304–1374), sowohl durch wörtliche Zitate, wie auch durch Anlehnungen an die Einsichten Petrarcas.	<arg1> La Celestina </arg1> <rel> Dichter </rel> <arg2> Fernando de Rojas </arg2>
Die Rotationsperiode von (12376) Cochabamba wurde am 29. April 2006 von Vincenzo Silvano Casulli und Laurent Bernasconi mit 6,32068 Stunden bestimmt.	<arg1> (12376) Cochabamba </arg1> <rel> Rotationsperiode </rel> <arg2> 6,32068 Stunde </arg2>
Der CONCACAF Gold Cup 2015 war die 23. Ausspielung der Kontinentalmeisterschaft im Fußball für Nord- Mittelamerika und der Karibik und die 13. unter der Bezeichnung „Gold Cup“.	<arg1> CONCACAF Gold Cup 2015 </arg1> <rel> Bezeichnung </rel> <arg2> CONCACAF Gold Cup </arg2>
Die California Dreams Tour war die zweite Konzert-Tournee der US-Musikerin und Songwriterin Katy Perry.	<arg1> California Dreams Tour </arg1> <rel> Musiker </rel> <arg2> Katy Perry </arg2>
Achmim ( (auch Akhmim, Echmim; koptisch Chemin; altägyptisch Ipu oder Chenmet-Min; griechisch Chemmis)) ist eine Stadt in Oberägypten auf dem östlichen Nilufer (Brücke nach Sohag, rund 200 km nördlich von Luxor, etwa 190 km oberhalb von Siut und 114 km nordwestlich von Keneb) auf einem Schutthügel in dem Ruinenfeld der antiken Stadt.	<arg1> Achmim </arg1> <rel> griechisch </rel> <arg2> Chemmis </arg2>
Im Zuge der Strukturreform 2020 im Bistum Trier wurde zum 1. September 2011 die Pfarreiengemeinschaft Nalbach mit den eigenständigen Pfarreien St. Peter und Paul in Nalbach, St. Johannes der Täufer in Piesbach, Herz Jesu in Bilsdorf und St. Michael in Körprich errichtet.	<arg1> Nalbach </arg1> <rel> Struktur </rel> <arg2> Piesbach </arg2>
Im Zuge der Strukturreform 2020 im Bistum Trier wurde zum 1. September 2011 die Pfarreiengemeinschaft Nalbach mit den eigenständigen Pfarreien St. Peter und Paul in Nalbach, St. Johannes der Täufer in Piesbach, Herz Jesu in Bilsdorf und St. Michael in Körprich errichtet.	<arg1> Nalbach </arg1> <rel> Struktur </rel> <arg2> Bilsdorf </arg2>
Restormel (kornisch: Rostorrmoel) war ein District mit dem Status eines Borough in der Grafschaft Cornwall in England; er war benannt nach dem Schloss Restormel Castle.	<arg1> Restormel </arg1> <rel> Status </rel> <arg2> Borough </arg2>
Die Scania Stockholm Open 2000 waren die 31. Ausgabe des dortigen Tennis-Hallenturniers.	<arg1> Scania Stockholm Open 2000 </arg1> <rel> Ausgabe </rel> <arg2> 31 </arg2>
Die Îles Nuageuses () sind eine unbewohnte Inselgruppe im Kerguelen-Archipel im südlichen Indischen Ozean.	<arg1> Îles Nuageuses </arg1> <rel> Inselgruppe </rel> <arg2> Kerguelen </arg2>
Ice Age – Eine coole Bescherung (Originaltitel: Ice Age: A Mammoth Christmas) ist eine US-amerikanische, computeranimierte Fernsehkomödie und wurde als Weihnachtsspecial der Ice-Age-Reihe am 24. November 2011 erstmals in den Vereinigten Staaten ausgestrahlt.	<arg1> Ice Age – Eine coole Bescherung </arg1> <rel> Originaltitel </rel> <arg2> Ice Age: A Mammoth Christmas </arg2>
